Item_Description,Amount,Traffic_Source,Session_Duration
Lanyard,6,Social Media,"2,888"
Greeting Cards,6,Referral,10
Android T-Shirt,20,Organic Search,475
YouTube Cap,15,Direct,"1,188"
Google Hoodie,124,Direct,190
Google Stickers,5,Referral,"2,042"
Google Stickers,5,Referral,"2,632"
Google Stickers,5,Referral,"1,639"
Backpack,125,Paid Search,"2,558"
Notebook,20,Paid Search,"3,230"
Backpack,125,Paid Search,"1,825"
Google Water Bottle,10,Social Media,"3,332"
Notebook,20,Organic Search,676
Lanyard,6,Referral,"1,673"
Notebook,20,Direct,"2,184"
Google Stickers,5,Organic Search,"1,287"
YouTube Cap,15,Organic Search,"3,082"
Canvas Tote,18,Social Media,"3,493"
Lanyard,6,Social Media,490
Google Hoodie,124,Referral,"3,243"
Google Stickers,5,Organic Search,"1,063"
Android T-Shirt,20,Direct,"2,785"
Google Hoodie,124,Paid Search,287
Google Hoodie,124,Direct,"1,168"
Google Stickers,5,Organic Search,332
Google Stickers,5,Paid Search,641
Notebook,20,Social Media,524
Notebook,20,Social Media,"3,032"
Backpack,125,Paid Search,"2,511"
Google Stickers,5,Organic Search,"2,134"
Lanyard,6,Organic Search,86
Google Stickers,5,Social Media,475
Android T-Shirt,20,Paid Search,"3,540"
Android T-Shirt,20,Referral,"1,256"
Google Stickers,5,Referral,"1,343"
Google Stickers,5,Direct,"2,943"
Google Water Bottle,10,Organic Search,399
Google Hoodie,124,Organic Search,"2,632"
Android T-Shirt,20,Paid Search,217
Canvas Tote,18,Direct,"3,257"
Backpack,125,Referral,"2,560"
Google Stickers,5,Organic Search,"1,840"
Lanyard,6,Organic Search,"1,937"
Google Hoodie,124,Social Media,501
Google Stickers,5,Organic Search,172
Google Stickers,5,Organic Search,"2,823"
Backpack,125,Organic Search,"3,449"
Google Stickers,5,Direct,"3,311"
Puffer Vest,115,Organic Search,"1,786"
Greeting Cards,6,Social Media,"2,134"
Google Water Bottle,10,Organic Search,428
Google Hoodie,124,Referral,300
Google Stickers,5,Direct,"2,687"
Google Stickers,5,Organic Search,"2,691"
Android T-Shirt,20,Referral,652
Google Hoodie,124,Direct,"3,270"
Google Hoodie,124,Paid Search,"3,570"
Google Stickers,5,Direct,"1,866"
Canvas Tote,18,Social Media,"1,066"
Google Hoodie,124,Referral,"2,461"
Google Water Bottle,10,Referral,76
Google Hoodie,124,Organic Search,73
Google Stickers,5,Social Media,"3,147"
Google Hoodie,124,Social Media,"1,528"
Google Stickers,5,Paid Search,651
Backpack,125,Social Media,403
Google Stickers,5,Direct,183
Google Stickers,5,Paid Search,502
Google Water Bottle,10,Referral,260
Google Stickers,5,Social Media,"2,749"
Google Stickers,5,Direct,"3,340"
Google Stickers,5,Social Media,"1,678"
Google Stickers,5,Referral,"1,790"
Google Stickers,5,Direct,125
Google Stickers,5,Paid Search,"1,514"
Canvas Tote,18,Direct,"3,250"
Google Stickers,5,Organic Search,"3,036"
Backpack,125,Paid Search,232
Notebook,20,Paid Search,"2,341"
Google Stickers,5,Referral,972
YouTube Cap,15,Paid Search,"2,285"
Google Hoodie,124,Paid Search,"3,020"
Google Water Bottle,10,Direct,"3,119"
Google Stickers,5,Organic Search,"2,378"
Greeting Cards,6,Organic Search,"3,093"
Google Hoodie,124,Social Media,"1,479"
Lanyard,6,Referral,"1,158"
Backpack,125,Social Media,"1,202"
Google Hoodie,124,Organic Search,"1,436"
Backpack,125,Social Media,"3,117"
Google Stickers,5,Paid Search,"2,176"
Android T-Shirt,20,Direct,"2,210"
Google Stickers,5,Referral,"1,523"
Google Water Bottle,10,Direct,"2,115"
Google Stickers,5,Paid Search,237
Backpack,125,Paid Search,"2,462"
YouTube Cap,15,Organic Search,"2,732"
YouTube Cap,15,Direct,319
Lanyard,6,Social Media,"1,457"
Google Stickers,5,Organic Search,"2,271"
Google Stickers,5,Referral,584
Google Hoodie,124,Organic Search,"1,729"
Google Hoodie,124,Organic Search,"3,507"
Google Stickers,5,Paid Search,"1,559"
Google Stickers,5,Referral,743
Greeting Cards,6,Direct,322
Google Stickers,5,Organic Search,"3,345"
Canvas Tote,18,Referral,"3,175"
YouTube Cap,15,Direct,447
Google Stickers,5,Paid Search,"1,153"
Notebook,20,Organic Search,"1,668"
Google Stickers,5,Social Media,"1,133"
Android T-Shirt,20,Paid Search,"1,400"
Notebook,20,Social Media,"2,607"
Google Stickers,5,Direct,"1,703"
Lanyard,6,Referral,"1,923"
Google Stickers,5,Organic Search,178
Google Hoodie,124,Paid Search,"3,365"
Backpack,125,Direct,"2,381"
Google Stickers,5,Referral,"3,114"
Google Water Bottle,10,Referral,"1,047"
Lanyard,6,Organic Search,"1,508"
Google Water Bottle,10,Organic Search,"3,590"
Lanyard,6,Organic Search,"1,546"
Google Stickers,5,Paid Search,"1,185"
Backpack,125,Paid Search,179
Google Stickers,5,Referral,829
Google Stickers,5,Paid Search,503
Google Stickers,5,Organic Search,871
YouTube Cap,15,Paid Search,"1,668"
Lanyard,6,Direct,"2,840"
Google Stickers,5,Paid Search,"3,243"
Google Stickers,5,Social Media,294
Google Water Bottle,10,Social Media,"2,687"
Google Stickers,5,Direct,841
Canvas Tote,18,Social Media,"1,016"
Canvas Tote,18,Organic Search,"1,218"
Google Hoodie,124,Social Media,52
YouTube Cap,15,Paid Search,"2,324"
Puffer Vest,115,Direct,"2,687"
Notebook,20,Referral,"2,973"
Google Hoodie,124,Social Media,327
Backpack,125,Referral,"2,399"
Android T-Shirt,20,Referral,"2,048"
Lanyard,6,Direct,771
Google Water Bottle,10,Organic Search,"2,772"
Google Stickers,5,Referral,"3,590"
Google Stickers,5,Organic Search,"2,374"
Google Stickers,5,Social Media,"3,332"
Google Hoodie,124,Organic Search,"2,491"
Google Water Bottle,10,Referral,"3,519"
YouTube Cap,15,Social Media,"1,668"
Backpack,125,Social Media,"2,099"
Google Hoodie,124,Social Media,"2,728"
Google Water Bottle,10,Social Media,"3,349"
Backpack,125,Organic Search,584
Android T-Shirt,20,Paid Search,"1,937"
Google Hoodie,124,Paid Search,"3,297"
YouTube Cap,15,Paid Search,"2,683"
Greeting Cards,6,Organic Search,"2,973"
Notebook,20,Paid Search,"1,296"
Puffer Vest,115,Referral,434
Greeting Cards,6,Referral,"2,771"
Notebook,20,Paid Search,"3,295"
Google Hoodie,124,Paid Search,"1,965"
Lanyard,6,Social Media,"2,395"
Google Hoodie,124,Social Media,"2,100"
Google Stickers,5,Organic Search,"1,883"
Google Hoodie,124,Social Media,"2,609"
Backpack,125,Organic Search,"3,249"
Google Stickers,5,Social Media,422
Notebook,20,Paid Search,"1,048"
Google Hoodie,124,Referral,"1,826"
Greeting Cards,6,Social Media,237
Notebook,20,Paid Search,713
Greeting Cards,6,Paid Search,372
Google Stickers,5,Paid Search,"2,945"
Lanyard,6,Organic Search,"2,223"
Lanyard,6,Direct,"1,278"
Greeting Cards,6,Direct,"1,340"
Google Stickers,5,Direct,"2,768"
YouTube Cap,15,Social Media,406
Google Stickers,5,Direct,"2,938"
Google Stickers,5,Paid Search,385
Greeting Cards,6,Direct,"2,250"
Google Stickers,5,Organic Search,"2,097"
Lanyard,6,Referral,"1,813"
Google Stickers,5,Direct,"2,669"
Google Water Bottle,10,Social Media,672
Notebook,20,Social Media,573
Google Stickers,5,Paid Search,"3,069"
Google Hoodie,124,Organic Search,294
Google Stickers,5,Direct,"1,411"
Google Stickers,5,Social Media,"3,493"
Google Stickers,5,Social Media,"3,277"
Android T-Shirt,20,Organic Search,"1,124"
Google Stickers,5,Organic Search,"1,658"
Google Stickers,5,Paid Search,"1,209"
Notebook,20,Social Media,471
Notebook,20,Direct,"2,332"
Lanyard,6,Direct,"1,826"
YouTube Cap,15,Organic Search,739
Google Stickers,5,Referral,"1,198"
Canvas Tote,18,Direct,"1,631"
Google Stickers,5,Referral,"1,785"
YouTube Cap,15,Direct,392
YouTube Cap,15,Social Media,528
YouTube Cap,15,Organic Search,"1,961"
Canvas Tote,18,Organic Search,"2,971"
Google Stickers,5,Paid Search,"2,643"
Android T-Shirt,20,Social Media,"2,165"
Notebook,20,Paid Search,"1,229"
Puffer Vest,115,Organic Search,44
Android T-Shirt,20,Referral,328
Canvas Tote,18,Paid Search,"3,310"
YouTube Cap,15,Social Media,"3,082"
Google Stickers,5,Direct,"1,986"
Google Stickers,5,Social Media,"3,560"
Google Stickers,5,Referral,674
Google Stickers,5,Referral,"2,709"
Puffer Vest,115,Paid Search,"1,037"
Android T-Shirt,20,Paid Search,"1,590"
Google Water Bottle,10,Referral,"2,610"
Google Stickers,5,Referral,"3,239"
Google Hoodie,124,Social Media,"2,806"
Notebook,20,Direct,"2,364"
Google Hoodie,124,Referral,"1,264"
Backpack,125,Organic Search,515
Google Stickers,5,Direct,"3,364"
Google Hoodie,124,Direct,"3,418"
Google Hoodie,124,Social Media,"2,521"
Notebook,20,Referral,"1,027"
YouTube Cap,15,Social Media,"1,674"
Google Water Bottle,10,Social Media,500
Google Stickers,5,Referral,"2,627"
Android T-Shirt,20,Referral,"1,950"
Android T-Shirt,20,Direct,"3,087"
Google Stickers,5,Referral,"2,460"
Backpack,125,Social Media,"1,287"
Google Water Bottle,10,Social Media,"2,461"
Google Hoodie,124,Organic Search,"1,296"
Google Hoodie,124,Paid Search,"3,311"
Greeting Cards,6,Paid Search,642
Google Stickers,5,Paid Search,"2,625"
Backpack,125,Social Media,911
Google Stickers,5,Organic Search,905
YouTube Cap,15,Direct,334
YouTube Cap,15,Paid Search,"1,183"
Google Stickers,5,Organic Search,"1,658"
Google Stickers,5,Referral,867
Greeting Cards,6,Paid Search,"1,605"
Lanyard,6,Social Media,"2,503"
Google Stickers,5,Referral,"3,085"
Notebook,20,Direct,9
Puffer Vest,115,Referral,"1,546"
Lanyard,6,Organic Search,"2,176"
Google Stickers,5,Paid Search,"1,966"
Google Stickers,5,Organic Search,293
Google Water Bottle,10,Paid Search,841
YouTube Cap,15,Direct,"2,234"
Greeting Cards,6,Social Media,"3,591"
Lanyard,6,Paid Search,297
Google Stickers,5,Paid Search,"1,749"
Google Stickers,5,Referral,669
Backpack,125,Referral,"2,945"
Google Hoodie,124,Paid Search,"1,538"
Google Stickers,5,Social Media,51
Google Stickers,5,Organic Search,706
Greeting Cards,6,Organic Search,"2,292"
Lanyard,6,Paid Search,"1,433"
Android T-Shirt,20,Organic Search,301
Backpack,125,Organic Search,"1,698"
Google Stickers,5,Direct,"2,354"
Google Water Bottle,10,Direct,"2,655"
Google Hoodie,124,Organic Search,"1,607"
Google Hoodie,124,Organic Search,"3,176"
Lanyard,6,Organic Search,"2,933"
Android T-Shirt,20,Paid Search,"3,114"
Google Stickers,5,Direct,810
Notebook,20,Direct,"1,721"
Notebook,20,Paid Search,"1,126"
Google Stickers,5,Referral,"2,841"
Google Hoodie,124,Social Media,161
Lanyard,6,Social Media,"2,835"
Backpack,125,Referral,"2,301"
Canvas Tote,18,Direct,739
Google Stickers,5,Paid Search,"1,600"
Backpack,125,Paid Search,402
Puffer Vest,115,Direct,"3,559"
Google Hoodie,124,Paid Search,"1,388"
Android T-Shirt,20,Referral,"3,563"
Google Stickers,5,Paid Search,"2,883"
Android T-Shirt,20,Referral,"1,251"
Greeting Cards,6,Social Media,"1,550"
Android T-Shirt,20,Paid Search,"2,287"
Google Hoodie,124,Referral,668
Greeting Cards,6,Direct,"3,470"
Google Stickers,5,Paid Search,152
Backpack,125,Paid Search,"2,133"
Canvas Tote,18,Organic Search,242
Google Hoodie,124,Social Media,"1,519"
Google Stickers,5,Organic Search,"2,584"
Puffer Vest,115,Direct,931
Greeting Cards,6,Organic Search,"3,227"
Google Water Bottle,10,Organic Search,"2,803"
Lanyard,6,Direct,515
Greeting Cards,6,Paid Search,"2,938"
Google Stickers,5,Social Media,"2,751"
Google Stickers,5,Referral,"2,280"
YouTube Cap,15,Social Media,"1,230"
Google Hoodie,124,Social Media,833
Google Stickers,5,Organic Search,299
Google Stickers,5,Paid Search,"2,833"
Android T-Shirt,20,Paid Search,"2,764"
Google Stickers,5,Social Media,184
Google Stickers,5,Paid Search,"2,210"
Backpack,125,Organic Search,"3,453"
Google Stickers,5,Paid Search,394
Notebook,20,Organic Search,"2,943"
Google Stickers,5,Social Media,"2,098"
Puffer Vest,115,Social Media,"1,306"
Google Stickers,5,Paid Search,"3,406"
Backpack,125,Social Media,"2,150"
Android T-Shirt,20,Paid Search,"3,114"
YouTube Cap,15,Paid Search,"2,804"
Google Stickers,5,Paid Search,"2,969"
Google Hoodie,124,Organic Search,"3,117"
Google Stickers,5,Social Media,39
Greeting Cards,6,Direct,"1,309"
Puffer Vest,115,Social Media,"2,559"
Google Stickers,5,Organic Search,"3,527"
Google Hoodie,124,Paid Search,91
Canvas Tote,18,Paid Search,87
Google Stickers,5,Paid Search,"1,075"
YouTube Cap,15,Paid Search,"1,794"
Google Stickers,5,Referral,"2,133"
Google Stickers,5,Paid Search,"2,788"
Google Hoodie,124,Paid Search,"2,235"
Android T-Shirt,20,Referral,"1,379"
Canvas Tote,18,Paid Search,330
Google Stickers,5,Direct,"3,580"
Puffer Vest,115,Organic Search,"3,388"
Google Stickers,5,Organic Search,"2,465"
Android T-Shirt,20,Social Media,"3,334"
Google Hoodie,124,Referral,"1,580"
Google Stickers,5,Referral,"3,275"
Backpack,125,Referral,"1,639"
Google Hoodie,124,Direct,"2,397"
Greeting Cards,6,Social Media,"2,791"
YouTube Cap,15,Social Media,"2,852"
Canvas Tote,18,Paid Search,"2,579"
Greeting Cards,6,Organic Search,"3,085"
Google Hoodie,124,Referral,516
Google Hoodie,124,Paid Search,"3,570"
Google Water Bottle,10,Social Media,"2,758"
Android T-Shirt,20,Direct,707
Puffer Vest,115,Direct,"3,058"
YouTube Cap,15,Social Media,"1,880"
Google Hoodie,124,Direct,"1,276"
Puffer Vest,115,Referral,"2,199"
Google Stickers,5,Social Media,921
Google Water Bottle,10,Social Media,"1,986"
Android T-Shirt,20,Social Media,"2,444"
Greeting Cards,6,Social Media,"2,179"
Google Hoodie,124,Referral,"2,628"
Google Water Bottle,10,Paid Search,"1,644"
Google Stickers,5,Social Media,"1,728"
Google Stickers,5,Paid Search,"3,275"
Backpack,125,Paid Search,"2,326"
Canvas Tote,18,Social Media,"2,587"
Android T-Shirt,20,Organic Search,"3,294"
Greeting Cards,6,Referral,"2,556"
Google Hoodie,124,Direct,"1,235"
Lanyard,6,Paid Search,"1,127"
Google Stickers,5,Social Media,"1,968"
Google Stickers,5,Social Media,612
Google Hoodie,124,Organic Search,"3,286"
Google Stickers,5,Paid Search,921
Greeting Cards,6,Organic Search,"1,996"
YouTube Cap,15,Referral,314
Google Stickers,5,Paid Search,"2,680"
Canvas Tote,18,Social Media,199
Canvas Tote,18,Social Media,"1,034"
Canvas Tote,18,Referral,"1,792"
Greeting Cards,6,Direct,"3,006"
Backpack,125,Paid Search,"1,044"
Google Stickers,5,Direct,"1,047"
Puffer Vest,115,Referral,"2,687"
Canvas Tote,18,Paid Search,"2,298"
Google Stickers,5,Paid Search,"2,112"
Backpack,125,Referral,"2,755"
Lanyard,6,Direct,524
Notebook,20,Direct,851
YouTube Cap,15,Social Media,"2,681"
Lanyard,6,Direct,"3,529"
YouTube Cap,15,Direct,"2,814"
Puffer Vest,115,Organic Search,981
Puffer Vest,115,Direct,"1,836"
YouTube Cap,15,Direct,94
Google Stickers,5,Social Media,931
Greeting Cards,6,Social Media,"3,470"
Google Stickers,5,Paid Search,743
Lanyard,6,Referral,"1,484"
Google Water Bottle,10,Direct,799
Canvas Tote,18,Organic Search,753
Android T-Shirt,20,Social Media,"3,349"
Google Stickers,5,Social Media,"1,923"
Greeting Cards,6,Organic Search,"2,696"
Lanyard,6,Paid Search,"2,455"
Puffer Vest,115,Referral,199
Google Stickers,5,Social Media,10
Google Hoodie,124,Organic Search,"2,687"
YouTube Cap,15,Paid Search,"3,236"
Lanyard,6,Referral,"1,336"
Notebook,20,Referral,"1,865"
Google Hoodie,124,Social Media,584
Google Stickers,5,Referral,533
Google Hoodie,124,Paid Search,"3,145"
Android T-Shirt,20,Social Media,"2,864"
Android T-Shirt,20,Paid Search,739
Puffer Vest,115,Referral,"1,978"
Google Hoodie,124,Organic Search,"1,075"
Lanyard,6,Social Media,"2,724"
Google Hoodie,124,Paid Search,"2,219"
Google Stickers,5,Referral,"1,393"
Google Hoodie,124,Organic Search,"1,088"
Lanyard,6,Organic Search,846
Notebook,20,Organic Search,"1,401"
Google Stickers,5,Paid Search,"1,206"
Greeting Cards,6,Social Media,"2,886"
Lanyard,6,Direct,373
Puffer Vest,115,Referral,347
Google Hoodie,124,Organic Search,"2,842"
Google Stickers,5,Direct,"2,239"
Puffer Vest,115,Referral,"1,374"
Canvas Tote,18,Organic Search,298
Canvas Tote,18,Referral,"1,816"
Google Stickers,5,Social Media,"2,314"
Google Water Bottle,10,Organic Search,"2,198"
Google Stickers,5,Referral,142
Google Stickers,5,Direct,"3,301"
Google Hoodie,124,Referral,"3,279"
Backpack,125,Organic Search,"2,723"
Google Stickers,5,Referral,"2,195"
Puffer Vest,115,Social Media,"1,923"
YouTube Cap,15,Paid Search,261
Google Stickers,5,Direct,"2,051"
Google Water Bottle,10,Direct,"1,965"
Google Stickers,5,Referral,"2,417"
Google Stickers,5,Social Media,647
Google Hoodie,124,Referral,"1,175"
Google Stickers,5,Referral,"1,103"
Puffer Vest,115,Social Media,"1,803"
Android T-Shirt,20,Organic Search,"2,395"
Notebook,20,Direct,"1,272"
Android T-Shirt,20,Social Media,"1,595"
Google Hoodie,124,Direct,"2,796"
YouTube Cap,15,Organic Search,"2,307"
Notebook,20,Social Media,260
Lanyard,6,Paid Search,204
Google Hoodie,124,Direct,"2,676"
Notebook,20,Organic Search,"2,933"
Puffer Vest,115,Organic Search,"2,124"
Puffer Vest,115,Social Media,"1,900"
Google Water Bottle,10,Organic Search,"2,514"
Puffer Vest,115,Referral,"3,297"
Google Stickers,5,Direct,"2,816"
Puffer Vest,115,Referral,"3,563"
Greeting Cards,6,Direct,"2,926"
Google Stickers,5,Referral,532
Backpack,125,Social Media,"3,006"
Greeting Cards,6,Paid Search,"2,022"
Puffer Vest,115,Paid Search,"3,114"
Google Hoodie,124,Organic Search,"3,409"
Google Hoodie,124,Paid Search,197
Google Stickers,5,Direct,"1,183"
Google Hoodie,124,Social Media,900
Notebook,20,Referral,"2,127"
Android T-Shirt,20,Paid Search,"2,477"
Lanyard,6,Social Media,"2,182"
Canvas Tote,18,Direct,"2,520"
Greeting Cards,6,Paid Search,"3,102"
Backpack,125,Direct,987
Google Stickers,5,Organic Search,"2,123"
Google Stickers,5,Referral,"2,680"
Notebook,20,Social Media,"2,758"
Google Stickers,5,Paid Search,"2,745"
Google Stickers,5,Referral,"1,010"
Google Hoodie,124,Organic Search,"3,117"
Google Hoodie,124,Referral,229
Lanyard,6,Paid Search,"1,839"
Google Stickers,5,Organic Search,810
Google Stickers,5,Social Media,963
Google Hoodie,124,Social Media,"2,272"
Backpack,125,Paid Search,"2,195"
Google Hoodie,124,Social Media,"3,250"
Android T-Shirt,20,Direct,327
Google Stickers,5,Paid Search,604
YouTube Cap,15,Organic Search,445
YouTube Cap,15,Direct,5
Google Stickers,5,Paid Search,909
Google Stickers,5,Referral,"2,764"
Google Water Bottle,10,Social Media,"1,885"
Google Stickers,5,Social Media,"2,725"
Google Hoodie,124,Social Media,"2,406"
Google Water Bottle,10,Direct,"3,270"
Lanyard,6,Organic Search,"1,871"
Google Stickers,5,Paid Search,"1,362"
Google Hoodie,124,Referral,"3,031"
Canvas Tote,18,Direct,467
Google Stickers,5,Paid Search,"1,058"
Google Stickers,5,Organic Search,"1,555"
Google Stickers,5,Social Media,"2,435"
Lanyard,6,Paid Search,"1,727"
Google Stickers,5,Direct,"2,794"
Google Stickers,5,Paid Search,241
Puffer Vest,115,Paid Search,"3,432"
YouTube Cap,15,Organic Search,181
Android T-Shirt,20,Paid Search,"2,451"
Google Stickers,5,Paid Search,"2,020"
Lanyard,6,Organic Search,"3,273"
Google Stickers,5,Direct,"2,126"
Google Stickers,5,Referral,937
Puffer Vest,115,Social Media,240
Google Stickers,5,Direct,"2,781"
Android T-Shirt,20,Paid Search,176
Google Hoodie,124,Social Media,"3,333"
Lanyard,6,Direct,301
Greeting Cards,6,Social Media,516
YouTube Cap,15,Referral,"3,445"
Puffer Vest,115,Referral,722
Google Stickers,5,Paid Search,"2,969"
Google Stickers,5,Direct,"3,590"
